province;red;green;blue;x;x
3694;237;217;132;prafmb;x
3695;124;156;223;prafmc;x
3696;217;206;134;prafmd;x
3697;148;244;134;prafme;x
3698;102;207;251;prafmf;x
3699;213;192;138;prafmg;x
3700;249;253;51;prafmh;x
3701;83;192;250;prafmi;x
3702;133;155;244;prafmj;x
3703;230;168;177;prafmk;x
3704;197;232;88;prafml;x
3705;187;219;166;prafmm;x
3706;201;249;167;prafmn;x
3707;206;171;217;prafmo;x
3708;224;156;195;prafmp;x
3709;167;248;194;prafmq;x
3710;196;179;227;prafmr;x
3711;175;107;250;prafms;x
3712;168;235;181;prafmt;x
3713;250;223;251;prafmu;x
3714;152;167;185;prafmv;x
3715;204;109;227;prafmw;x
3716;227;222;208;prafmx;x
3717;215;77;244;prafmy;x
3718;230;61;217;prafmz;x
3719;252;87;237;prafna;x
3720;170;236;216;prafnb;x
3721;232;142;162;prafnc;x
3722;229;186;170;prafnd;x
3723;248;118;222;prafne;x
3724;247;218;237;prafnf;x
3725;242;231;254;prafng;x
3726;227;190;154;prafnh;x
3727;197;167;224;prafni;x
3728;190;245;215;prafnj;x
3729;171;233;102;prafnk;x
3730;249;195;160;prafnl;x
3731;248;199;119;prafnm;x
3732;222;102;197;prafnn;x
3733;171;202;190;prafno;x
3734;174;183;233;prafnp;x
3735;253;155;207;prafnq;x
3736;55;248;241;prafnr;x
3737;242;246;238;prafns;x
3738;212;124;183;prafnt;x
3739;237;200;123;prafnu;x
3740;120;232;189;prafnv;x
3741;194;189;136;prafnw;x
3742;139;209;175;prafnx;x
3743;157;185;190;prafny;x
3744;188;134;202;prafnz;x
3745;226;50;230;prafoa;x
3746;186;236;242;prafob;x
3747;232;43;236;prafoc;x
3748;133;228;206;prafod;x
3749;107;224;176;prafoe;x
3750;245;18;253;prafof;x
3751;139;209;215;prafog;x
3752;144;218;226;prafoh;x
3753;247;193;165;prafoi;x
3754;250;248;221;prafoj;x
3755;137;206;185;prafok;x
3756;214;193;124;prafol;x
3757;48;231;254;prafom;x
3758;157;183;235;prafon;x
3759;183;207;113;prafoo;x
3760;212;167;151;prafop;x
3761;171;222;220;prafoq;x
3762;214;194;140;prafor;x
3763;224;188;144;prafos;x
3764;197;174;230;prafot;x
3765;150;218;166;prafou;x
3766;192;149;197;prafov;x
3767;159;245;119;prafow;x
3768;234;154;157;prafox;x
3769;245;207;100;prafoy;x
3770;163;151;204;prafoz;x
3771;198;156;244;prafpa;x
3772;139;176;205;prafpb;x
3773;216;245;68;prafpc;x
3774;107;205;249;prafpd;x
3775;199;182;162;prafpe;x
3776;251;199;118;prafpf;x
3777;174;187;161;prafpg;x
3778;217;112;219;prafph;x
3779;129;172;233;prafpi;x
3780;44;236;240;prafpj;x
3781;230;217;168;prafpk;x
3782;177;185;210;prafpl;x
3783;209;222;74;prafpm;x
3784;210;120;243;prafpn;x
3785;192;213;235;prafpo;x
3786;210;247;50;prafpp;x
3787;232;246;83;prafpq;x
3788;98;238;212;prafpr;x
3789;242;203;227;prafps;x
3790;218;178;212;prafpt;x
3791;227;220;248;prafpu;x
3792;168;243;161;prafpv;x
3793;162;157;246;prafpw;x
3794;221;196;224;prafpx;x
3795;253;237;244;prafpy;x
3796;218;214;103;prafpz;x
3797;50;247;211;prafqa;x
3798;158;248;135;prafqb;x
3799;250;193;225;prafqc;x
3800;180;148;194;prafqd;x
3801;227;254;52;prafqe;x
3802;81;253;184;prafqf;x
3803;221;240;135;prafqg;x
3804;129;231;190;prafqh;x
3805;231;95;216;prafqi;x
3806;242;157;132;prafqj;x
3807;174;219;139;prafqk;x
3808;235;160;176;prafql;x
3809;132;199;248;prafqm;x
3810;243;107;238;prafqn;x
3811;117;229;235;prafqo;x
3812;239;87;244;prafqp;x
3813;98;224;210;prafqq;x
3814;194;132;181;prafqr;x
3815;240;236;111;prafqs;x
3816;187;202;157;prafqt;x
3817;210;169;237;prafqu;x
3818;183;195;160;prafqv;x
3819;214;115;225;prafqw;x
3820;222;162;169;prafqx;x
3821;237;245;20;prafqy;x
3822;242;224;48;prafqz;x
3823;246;239;157;prafra;x
3824;248;94;235;prafrb;x
3825;197;237;236;prafrc;x
3826;214;190;202;prafrd;x
3827;234;203;210;prafre;x
3828;110;245;167;prafrf;x
3829;189;227;85;prafrg;x
3830;174;228;137;prafrh;x
3831;148;217;212;prafri;x
3832;168;150;194;prafrj;x
3833;186;248;152;prafrk;x
3834;231;243;33;prafrl;x
3835;184;200;124;prafrm;x
3836;233;214;107;prafrn;x
3837;147;165;196;prafro;x
3838;130;222;196;prafrp;x
3839;159;170;248;prafrq;x
3840;213;236;117;prafrr;x
3841;189;210;188;prafrs;x
3842;151;178;181;prafrt;x
3843;195;145;201;prafru;x
3844;175;222;151;prafrv;x
3845;235;165;124;prafrw;x
3846;228;98;217;prafrx;x
3847;229;144;145;prafry;x
3848;194;68;239;prafrz;x
3849;254;214;163;prafsa;x
3850;154;110;251;prafsb;x
3851;246;244;234;prafsc;x
3852;240;66;254;prafsd;x
3853;195;146;215;prafse;x
3854;108;190;205;prafsf;x
3855;138;242;200;prafsg;x
3856;254;228;223;prafsh;x
3857;190;235;179;prafsi;x
3858;148;228;209;prafsj;x
3859;228;91;221;prafsk;x
3860;228;198;242;prafsl;x
3861;202;161;183;prafsm;x
3862;108;235;180;prafsn;x
3863;216;184;217;prafso;x
3864;248;181;113;prafsp;x
3865;146;123;238;prafsq;x
3866;149;221;184;prafsr;x
3867;124;226;225;prafss;x
3868;210;227;240;prafst;x
3869;230;218;186;prafsu;x
3870;217;86;244;prafsv;x
3871;187;121;251;prafsw;x
3872;97;206;240;prafsx;x
3873;254;140;185;prafsy;x
3874;194;164;196;prafsz;x
3875;243;156;217;prafta;x
3876;234;200;180;praftb;x
3877;156;217;233;praftc;x
3878;51;240;253;praftd;x
3879;204;191;250;prafte;x
3880;224;235;225;praftf;x
3881;199;240;176;praftg;x
3882;156;223;240;prafth;x
3883;172;197;145;prafti;x
3884;241;228;115;praftj;x
3885;181;239;195;praftk;x
3886;213;218;183;praftl;x
3887;201;205;115;praftm;x
3888;191;179;216;praftn;x
3889;243;212;240;prafto;x
3890;199;185;232;praftp;x
3891;128;207;253;praftq;x
3892;241;228;46;praftr;x
3893;161;224;230;prafts;x
3894;57;245;247;praftt;x
3895;227;168;225;praftu;x
3896;169;122;228;praftv;x
3897;35;37;17;praftw;x
3898;250;166;175;praftx;x
3899;178;168;225;prafty;x
3900;249;114;172;praftz;x
3901;132;244;162;prafua;x
3902;212;251;244;prafub;x
3903;208;197;164;prafuc;x
3904;235;212;78;prafud;x
3905;219;125;217;prafue;x
3906;239;135;135;prafuf;x
3907;131;226;146;prafug;x
3908;63;200;242;prafuh;x
3909;162;158;249;prafui;x
3910;233;216;85;prafuj;x
3911;144;158;233;prafuk;x
3912;214;248;238;praful;x
3913;212;150;142;prafum;x
3914;184;128;242;prafun;x
3915;187;194;193;prafuo;x
3916;168;181;159;prafup;x
3917;232;105;198;prafuq;x
3918;226;103;174;prafur;x
3919;193;208;177;prafus;x
3920;239;178;170;prafut;x
3921;109;157;237;prafuu;x
3922;97;215;244;prafuv;x
3923;139;232;188;prafuw;x
3924;136;164;224;prafux;x
3925;245;183;136;prafuy;x
3926;223;103;245;prafuz;x
3927;161;127;224;prafva;x
3928;173;180;163;prafvb;x
3929;238;210;218;prafvc;x
3930;227;233;251;prafvd;x
3931;195;176;184;prafve;x
3932;175;107;230;prafvf;x
3933;253;227;123;prafvg;x
3934;193;189;226;prafvh;x
3935;203;233;171;prafvi;x
3936;199;225;240;prafvj;x
3937;156;233;169;prafvk;x
3938;209;203;150;prafvl;x
3939;214;146;252;prafvm;x
3940;139;170;218;prafvn;x
3941;245;43;230;prafvo;x
3942;211;193;111;prafvp;x
3943;215;145;175;prafvq;x
3944;212;196;183;prafvr;x
3945;210;123;213;prafvs;x
3946;150;131;251;prafvt;x
3947;113;172;217;prafvu;x
3948;134;206;193;prafvv;x
3949;184;191;141;prafvw;x
3950;254;252;71;prafvx;x
3951;219;99;199;prafvy;x
3952;217;156;181;prafvz;x
3953;205;207;181;prafwa;x
3954;251;242;48;prafwb;x
3955;141;138;228;prafwc;x
3956;124;214;163;prafwd;x
3957;230;212;195;prafwe;x
3958;181;245;128;prafwf;x
3959;197;233;120;prafwg;x
3960;209;84;251;prafwh;x
3961;254;213;132;prafwi;x
3962;167;222;250;prafwj;x
3963;239;182;102;prafwk;x
3964;212;192;191;prafwl;x
3965;210;220;151;prafwm;x
3966;209;194;215;prafwn;x
3967;253;156;251;prafwo;x
3968;248;207;76;prafwp;x
3969;152;161;216;prafwq;x
3970;183;236;211;prafwr;x
3971;237;51;228;prafws;x
3972;251;234;187;prafwt;x
3973;162;189;153;prafwu;x
3974;219;145;163;prafwv;x
3975;198;132;212;prafww;x
3976;222;239;156;prafwx;x
3977;247;231;102;prafwy;x
3978;236;217;131;prafwz;x
3979;133;183;191;prafxa;x
3980;227;204;211;prafxb;x
3981;110;205;230;prafxc;x
3982;138;247;127;prafxd;x
3983;210;150;176;prafxe;x
3984;254;201;125;prafxf;x
3985;160;180;204;prafxg;x
3986;251;95;240;prafxh;x
3987;234;225;94;prafxi;x
3988;197;192;178;prafxj;x
3989;238;137;177;prafxk;x
3990;242;177;227;prafxl;x
3991;227;183;210;prafxm;x
3992;216;169;192;prafxn;x
3993;179;177;236;prafxo;x
3994;150;175;245;prafxp;x
3995;140;246;225;prafxq;x
3996;84;236;196;prafxr;x
3997;84;254;228;prafxs;x
3998;179;234;150;prafxt;x
3999;205;143;227;prafxu;x
4000;200;225;208;prafxv;x
4001;170;145;202;prafxw;x
4002;229;201;250;prafxx;x
4003;226;112;221;prafxy;x
4004;218;151;133;prafxz;x
4005;251;62;252;prafya;x
4006;190;220;172;prafyb;x
4007;100;184;241;prafyc;x
4008;250;138;209;prafyd;x
4009;190;132;232;prafye;x
4010;251;227;122;prafyf;x
4011;108;172;243;prafyg;x
4012;177;247;101;prafyh;x
4013;211;140;211;prafyi;x
4014;252;183;100;prafyj;x
4015;253;243;117;prafyk;x
4016;253;248;196;prafyl;x
4017;54;251;227;prafym;x
4018;61;195;249;prafyn;x
4019;135;215;217;prafyo;x
4020;235;166;153;prafyp;x
4021;240;102;180;prafyq;x
4022;241;65;220;prafyr;x
4023;231;230;117;prafys;x
4024;110;230;200;prafyt;x
4025;241;205;136;prafyu;x
4026;187;182;176;prafyv;x
4027;248;136;233;prafyw;x
4028;167;188;226;prafyx;x
4029;212;158;202;prafyy;x
4030;127;237;237;prafyz;x
4031;89;239;187;prafza;x
4032;245;244;125;prafzb;x
4033;154;145;230;prafzc;x
4034;190;177;169;prafzd;x
4035;167;197;198;prafze;x
4036;176;249;228;prafzf;x
4037;104;241;169;prafzg;x
4038;169;135;214;prafzh;x
4039;250;204;226;prafzi;x
4040;204;212;246;prafzj;x
4041;215;230;137;prafzk;x
4042;210;253;203;prafzl;x
4043;171;132;231;prafzm;x
4044;228;240;87;prafzn;x
4045;248;144;147;prafzo;x
4046;194;115;197;prafzp;x
4047;107;234;244;prafzq;x
4048;140;188;173;prafzr;x
4049;154;248;221;prafzs;x
4050;221;253;90;prafzt;x
4051;182;237;223;prafzu;x
4052;157;224;245;prafzv;x
4053;245;242;165;prafzw;x
4054;235;111;173;prafzx;x
4055;240;71;230;prafzy;x
4056;184;210;107;prafzz;x
4057;219;251;89;pragaa;x
4058;177;229;166;pragab;x
4059;77;199;229;pragac;x
4060;181;156;234;pragad;x
4061;155;168;180;pragae;x
4062;207;252;185;pragaf;x
4063;249;212;141;pragag;x
4064;226;186;179;pragah;x
4065;234;225;62;pragai;x
4066;252;36;243;pragaj;x
4067;171;156;200;pragak;x
4068;196;193;173;pragal;x
4069;241;230;114;pragam;x
4070;218;220;92;pragan;x
4071;190;109;252;pragao;x
4072;237;175;193;pragap;x
4073;198;107;253;pragaq;x
4074;121;201;182;pragar;x
4075;244;227;31;pragas;x
4076;244;109;155;pragat;x
4077;174;153;201;pragau;x
4078;222;174;174;pragav;x
4079;229;207;237;pragaw;x
4080;231;253;235;pragax;x
4081;160;174;240;pragay;x
4082;191;186;154;pragaz;x
4083;216;200;208;pragba;x
4084;253;193;102;pragbb;x
4085;252;226;81;pragbc;x
4086;172;201;218;pragbd;x
4087;232;242;169;pragbe;x
4088;215;206;131;pragbf;x
4089;232;224;77;pragbg;x
4090;226;143;170;pragbh;x
4091;167;210;246;pragbi;x
4092;195;244;171;pragbj;x
4093;250;199;164;pragbk;x
4094;220;53;236;pragbl;x
4095;186;161;161;pragbm;x
4096;214;216;216;pragbn;x
4097;238;246;155;pragbo;x
4098;122;189;231;pragbp;x
4099;210;147;232;pragbq;x
4100;228;198;188;pragbr;x
4101;204;200;220;pragbs;x
4102;186;149;234;pragbt;x
4103;98;219;228;pragbu;x
4104;226;211;122;pragbv;x
4105;236;118;213;pragbw;x
4106;168;212;173;pragbx;x
4107;106;223;209;pragby;x
4108;175;244;106;pragbz;x
4109;191;248;243;pragca;x
4110;209;180;249;pragcb;x
4111;85;242;181;pragcc;x
4112;254;208;188;pragcd;x
4113;159;162;181;pragce;x
4114;101;230;183;pragcf;x
4115;51;240;214;pragcg;x
4116;248;184;149;pragch;x
4117;111;222;186;pragci;x
4118;240;174;90;pragcj;x
4119;199;179;201;pragck;x
4120;191;165;195;pragcl;x
4121;185;249;205;pragcm;x
4122;143;106;253;pragcn;x
4123;82;245;206;pragco;x
4124;72;206;242;pragcp;x
4125;254;143;174;pragcq;x
4126;166;184;169;pragcr;x
4127;209;189;174;pragcs;x
4128;136;203;214;pragct;x
4129;219;136;226;pragcu;x
4130;245;188;223;pragcv;x
4131;217;143;179;pragcw;x
4132;184;124;240;pragcx;x
4133;215;137;172;pragcy;x
4134;183;145;212;pragcz;x
4135;153;192;209;pragda;x
4136;149;234;191;pragdb;x
4137;106;251;190;pragdc;x
4138;90;233;219;pragdd;x
4139;195;246;94;pragde;x
4140;201;141;234;pragdf;x
4141;210;63;239;pragdg;x
4142;247;65;200;pragdh;x
4143;170;245;105;pragdi;x
4144;197;137;244;pragdj;x
4145;191;178;251;pragdk;x
4146;232;127;250;pragdl;x
4147;171;213;209;pragdm;x
4148;223;222;240;pragdn;x
4149;246;115;161;pragdo;x
4150;229;44;238;pragdp;x
4151;144;168;210;pragdq;x
4152;200;221;182;pragdr;x
4153;77;196;240;pragds;x
4154;173;187;205;pragdt;x
4155;181;105;219;pragdu;x
4156;139;252;138;pragdv;x
4157;181;226;105;pragdw;x
4158;114;230;176;pragdx;x
4159;216;233;160;pragdy;x
4160;108;248;174;pragdz;x
4161;157;242;186;pragea;x
4162;221;180;180;prageb;x
4163;223;124;247;pragec;x
4164;185;247;150;praged;x
4165;17;248;248;pragee;x
4166;135;176;210;pragef;x
4167;249;189;206;prageg;x
4168;241;33;231;prageh;x
4169;180;92;231;pragei;x
4170;244;180;145;pragej;x
4171;244;134;178;pragek;x
4172;109;209;243;pragel;x
4173;209;245;94;pragem;x
4174;224;122;171;pragen;x
4175;152;220;174;prageo;x
4176;207;244;153;pragep;x
4177;220;212;72;prageq;x
4178;63;232;219;prager;x
4179;111;190;232;prages;x
4180;228;104;213;praget;x
4181;241;127;204;prageu;x
4182;242;178;137;pragev;x
4183;222;156;232;pragew;x
4184;143;247;221;pragex;x
4185;183;250;170;pragey;x
4186;138;242;178;pragez;x
4187;141;182;226;pragfa;x
4188;186;134;210;pragfb;x
4189;210;112;232;pragfc;x
4190;211;120;174;pragfd;x
4191;203;246;80;pragfe;x
4192;177;205;125;pragff;x
4193;223;229;92;pragfg;x
4194;184;228;188;pragfh;x
4195;212;168;122;pragfi;x
4196;122;224;200;pragfj;x
4197;201;124;252;pragfk;x
4198;162;242;128;pragfl;x
4199;235;216;89;pragfm;x
4200;193;239;166;pragfn;x
4201;153;153;220;pragfo;x
4202;109;204;245;pragfp;x
4203;69;224;241;pragfq;x
4204;220;145;154;pragfr;x
4205;125;218;185;pragfs;x
4206;178;223;192;pragft;x
4207;230;203;226;pragfu;x
4208;71;205;232;pragfv;x
4209;126;217;247;pragfw;x
4210;232;240;204;pragfx;x
4211;243;132;234;pragfy;x
4212;82;229;243;pragfz;x
4213;81;195;254;pragga;x
4214;137;186;245;praggb;x
4215;161;160;213;praggc;x
4216;241;189;151;praggd;x
4217;137;192;248;pragge;x
4218;173;236;131;praggf;x
4219;136;207;251;praggg;x
4220;99;168;236;praggh;x
4221;122;194;198;praggi;x
4222;181;139;181;praggj;x
4223;121;241;161;praggk;x
4224;207;210;166;praggl;x
4225;207;252;79;praggm;x
4226;236;226;156;praggn;x
4227;183;207;152;praggo;x
4228;245;131;175;praggp;x
4229;204;190;235;praggq;x
4230;116;218;221;praggr;x
4231;242;235;97;praggs;x
4232;235;157;168;praggt;x
4233;237;166;254;praggu;x
4234;168;242;192;praggv;x
4235;198;214;181;praggw;x
4236;96;230;193;praggx;x
4237;190;206;244;praggy;x
4238;184;115;205;praggz;x
4239;252;251;198;pragha;x
4240;206;166;189;praghb;x
4241;53;245;251;praghc;x
4242;84;237;206;praghd;x
4243;192;71;252;praghe;x
4244;197;188;148;praghf;x
4245;252;223;163;praghg;x
4246;188;119;206;praghh;x
4247;238;175;194;praghi;x
4248;240;47;232;praghj;x
4249;183;190;206;praghk;x
4250;212;161;243;praghl;x
4251;214;202;197;praghm;x
4252;116;212;235;praghn;x
4253;237;179;145;pragho;x
4254;142;193;219;praghp;x
4255;223;155;207;praghq;x
4256;218;146;223;praghr;x
4257;249;222;45;praghs;x
4258;88;226;209;praght;x
4259;245;216;141;praghu;x
4260;239;160;116;praghv;x
4261;218;234;106;praghw;x
4262;129;191;191;praghx;x
4263;195;114;251;praghy;x
4264;189;126;192;praghz;x
4265;224;251;114;pragia;x
4266;192;243;180;pragib;x
4267;227;190;234;pragic;x
4268;158;182;237;pragid;x
4269;165;244;253;pragie;x
4270;214;194;220;pragif;x
4271;229;184;253;pragig;x
4272;230;206;134;pragih;x
4273;173;218;232;pragii;x
4274;253;240;46;pragij;x
4275;253;210;231;pragik;x
4276;158;251;131;pragil;x
4277;178;166;191;pragim;x
4278;252;110;238;pragin;x
4279;194;236;223;pragio;x
4280;239;199;226;pragip;x
4281;235;160;175;pragiq;x
4282;169;210;237;pragir;x
4283;236;222;133;pragis;x
4284;103;147;254;pragit;x
4285;220;226;177;pragiu;x
4286;227;253;227;pragiv;x
4287;241;92;182;pragiw;x
4288;213;122;229;pragix;x
4289;253;252;35;pragiy;x
4290;205;114;190;pragiz;x
4291;233;246;254;pragja;x
4292;209;218;95;pragjb;x
4293;95;233;207;pragjc;x
4294;232;250;60;pragjd;x
4295;215;208;142;pragje;x
4296;200;124;216;pragjf;x
4297;197;204;193;pragjg;x
4298;231;185;158;pragjh;x
4299;200;220;146;pragji;x
4300;75;251;237;pragjj;x
4301;246;182;163;pragjk;x
4302;227;35;248;pragjl;x
4303;123;248;248;pragjm;x
4304;162;193;146;pragjn;x
4305;174;217;173;pragjo;x
4306;237;165;229;pragjp;x
4307;122;189;248;pragjq;x
4308;190;230;106;pragjr;x
4309;193;168;228;pragjs;x
4310;77;240;207;pragjt;x
4311;224;198;143;pragju;x
4312;243;124;196;pragjv;x
4313;247;105;230;pragjw;x
4314;169;189;203;pragjx;x
4315;101;214;223;pragjy;x
4316;239;166;164;pragjz;x
4317;101;237;168;pragka;x
4318;253;49;247;pragkb;x
4319;220;165;248;pragkc;x
4320;219;233;155;pragkd;x
4321;246;183;109;pragke;x
4322;198;209;138;pragkf;x
4323;127;239;194;pragkg;x
4324;230;208;63;pragkh;x
4325;171;205;210;pragki;x
4326;162;164;206;pragkj;x
4327;189;235;212;pragkk;x
4328;157;251;122;pragkl;x
4329;251;198;222;pragkm;x
4330;248;131;189;pragkn;x
4331;223;252;54;pragko;x
4332;165;149;236;pragkp;x
4333;233;251;131;pragkq;x
4334;176;222;145;pragkr;x
4335;134;242;173;pragks;x
4336;246;247;150;pragkt;x
4337;117;214;236;pragku;x
4338;239;217;225;pragkv;x
4339;223;165;198;pragkw;x
4340;229;180;166;pragkx;x
4341;254;49;199;pragky;x
4342;238;226;143;pragkz;x
4343;238;215;221;pragla;x
4344;184;240;209;praglb;x
4345;175;195;249;praglc;x
4346;178;177;211;pragld;x
4347;52;232;237;pragle;x
4348;123;222;165;praglf;x
4349;197;102;246;praglg;x
4350;148;216;142;praglh;x
4351;119;204;218;pragli;x
4352;118;155;242;praglj;x
4353;220;246;239;praglk;x
4354;61;231;230;pragll;x
4355;154;228;151;praglm;x
4356;128;223;204;pragln;x
4357;86;231;198;praglo;x
4358;237;105;179;praglp;x
4359;153;136;248;praglq;x
4360;132;166;230;praglr;x
4361;209;246;201;pragls;x
4362;223;239;146;praglt;x
4363;129;196;254;praglu;x
4364;193;252;97;praglv;x
4365;104;242;176;praglw;x
4366;150;230;229;praglx;x
4367;243;202;70;pragly;x
4368;100;211;228;praglz;x
4369;237;209;157;pragma;x
4370;238;137;214;pragmb;x
4371;210;217;220;pragmc;x
4372;158;214;187;pragmd;x
4373;203;204;195;pragme;x
4374;235;228;202;pragmf;x
4375;127;244;216;pragmg;x
4376;133;246;185;pragmh;x
4377;162;235;125;pragmi;x
4378;134;159;234;pragmj;x
4379;218;225;126;pragmk;x
4380;130;220;233;pragml;x
4381;209;217;224;pragmm;x
4382;34;242;229;pragmn;x
4383;198;105;219;pragmo;x
4384;187;164;163;pragmp;x
4385;137;254;192;pragmq;x
4386;213;80;252;pragmr;x
4387;95;202;216;pragms;x
4388;135;189;221;pragmt;x
4389;226;46;251;pragmu;x
4390;213;213;232;pragmv;x
4391;202;213;135;pragmw;x
4392;193;111;244;pragmx;x
4393;127;180;198;pragmy;x
4394;117;172;232;pragmz;x
4395;221;124;252;pragna;x
4396;230;214;208;pragnb;x
4397;222;187;104;pragnc;x
4398;238;95;179;pragnd;x
4399;164;132;218;pragne;x
4400;144;221;253;pragnf;x
4401;129;245;239;pragng;x
4402;229;214;251;pragnh;x
4403;220;133;227;pragni;x
4404;118;159;249;pragnj;x
4405;48;234;231;pragnk;x
4406;222;144;183;pragnl;x
4407;241;242;116;pragnm;x
4408;202;227;130;pragnn;x
4409;185;127;251;pragno;x
4410;238;239;100;pragnp;x
4411;219;160;122;pragnq;x
4412;167;235;210;pragnr;x
4413;246;232;32;pragns;x
4414;188;191;211;pragnt;x
4415;228;240;208;pragnu;x
4416;218;252;147;pragnv;x
4417;190;224;182;pragnw;x
4418;109;220;180;pragnx;x
4419;220;131;207;pragny;x
4420;178;253;98;pragnz;x
4421;209;141;178;pragoa;x
4422;170;238;185;pragob;x
4423;213;227;231;pragoc;x
4424;138;221;173;pragod;x
4425;64;214;239;pragoe;x
4426;221;81;246;pragof;x
4427;248;135;244;pragog;x
4428;249;217;155;pragoh;x
4429;154;166;226;pragoi;x
4430;142;209;170;pragoj;x
4431;192;170;143;pragok;x
4432;230;106;242;pragol;x
4433;246;155;195;pragom;x
4434;104;186;251;pragon;x
4435;142;248;224;pragoo;x
4436;143;217;171;pragop;x
4437;229;250;166;pragoq;x
4438;173;222;183;pragor;x
4439;230;103;250;pragos;x
4440;242;184;252;pragot;x
4441;249;194;247;pragou;x
4442;86;249;220;pragov;x
4443;136;250;119;pragow;x
4444;243;250;9;pragox;x
4445;179;241;191;pragoy;x
4446;245;206;102;pragoz;x
4447;182;249;202;pragpa;x
4448;203;119;233;pragpb;x
4449;190;114;248;pragpc;x
4450;143;240;253;pragpd;x
4451;231;156;117;pragpe;x
4452;115;223;201;pragpf;x
4453;241;160;112;pragpg;x
4454;193;190;244;pragph;x
4455;192;203;252;pragpi;x
4456;131;140;252;pragpj;x
4457;159;204;166;pragpk;x
4458;124;232;165;pragpl;x
4459;251;33;226;pragpm;x
4460;126;214;224;pragpn;x
4461;182;226;93;pragpo;x
4462;132;235;163;pragpp;x
4463;180;240;187;pragpq;x
4464;163;162;217;pragpr;x
4465;211;242;159;pragps;x
4466;229;200;173;pragpt;x
4467;166;121;215;pragpu;x
4468;193;149;230;pragpv;x
4469;213;177;230;pragpw;x
4470;189;218;169;pragpx;x
4471;178;167;160;pragpy;x
4472;130;175;252;pragpz;x
4473;189;176;172;pragqa;x
4474;229;245;77;pragqb;x
4475;108;253;185;pragqc;x
4476;201;151;243;pragqd;x
4477;114;233;175;pragqe;x
4478;151;239;186;pragqf;x
4479;237;212;121;pragqg;x
4480;212;94;218;pragqh;x
4481;119;219;203;pragqi;x
4482;224;192;157;pragqj;x
4483;219;169;189;pragqk;x
4484;193;243;219;pragql;x
4485;233;33;237;pragqm;x
4486;247;80;184;pragqn;x
4487;220;227;203;pragqo;x
4488;162;236;122;pragqp;x
4489;165;199;144;pragqq;x
4490;140;152;224;pragqr;x
4491;109;198;241;pragqs;x
4492;135;238;214;pragqt;x
4493;146;192;228;pragqu;x
4494;213;254;59;pragqv;x
4495;80;229;196;pragqw;x
4496;182;145;234;pragqx;x
4497;167;111;251;pragqy;x
4498;248;135;171;pragqz;x
4499;227;74;206;pragra;x
4500;214;105;247;pragrb;x
4501;179;186;196;pragrc;x
4502;218;146;176;pragrd;x
4503;208;209;224;pragre;x
4504;99;208;208;pragrf;x
4505;126;206;233;pragrg;x
4506;94;242;253;pragrh;x
4507;212;226;187;pragri;x
4508;248;127;196;pragrj;x
4509;232;156;184;pragrk;x
4510;188;237;244;pragrl;x
4511;94;254;218;pragrm;x
4512;150;160;246;pragrn;x
4513;253;59;218;pragro;x
4514;151;227;186;pragrp;x
4515;185;191;180;pragrq;x
4516;73;253;242;pragrr;x
4517;243;121;159;pragrs;x
4518;140;238;185;pragrt;x
4519;200;104;231;pragru;x
4520;202;251;168;pragrv;x
4521;220;95;245;pragrw;x
4522;244;147;170;pragrx;x
4523;200;210;146;pragry;x
4524;169;229;136;pragrz;x
4525;170;211;155;pragsa;x
4526;234;133;196;pragsb;x
4527;210;217;194;pragsc;x
4528;250;236;158;pragsd;x
4529;253;246;130;pragse;x
4530;220;249;219;pragsf;x
4531;127;189;215;pragsg;x
4532;189;221;174;pragsh;x
4533;146;191;216;pragsi;x
4534;250;236;252;pragsj;x
4535;246;238;39;pragsk;x
4536;95;253;239;pragsl;x
4537;214;234;53;pragsm;x
4538;228;148;134;pragsn;x
4539;90;239;172;pragso;x
4540;168;212;166;pragsp;x
4541;193;158;199;pragsq;x
4542;246;200;117;pragsr;x
4543;192;224;233;pragss;x
4544;152;223;187;pragst;x
4545;207;101;232;pragsu;x
4546;70;221;227;pragsv;x
4547;190;232;210;pragsw;x
4548;245;161;219;pragsx;x
4549;129;138;234;pragsy;x
4550;130;161;234;pragsz;x
4551;60;253;194;pragta;x
4552;252;218;101;pragtb;x
4553;192;147;210;pragtc;x
4554;213;95;248;pragtd;x
4555;230;167;205;pragte;x
4556;228;201;155;pragtf;x
4557;202;73;242;pragtg;x
4558;223;227;57;pragth;x
4559;239;156;144;pragti;x
4560;250;81;189;pragtj;x
4561;245;153;197;pragtk;x
4562;253;209;149;pragtl;x
4563;251;225;225;pragtm;x
4564;208;244;79;pragtn;x
4565;131;205;250;pragto;x
4566;245;205;67;pragtp;x
4567;183;182;166;pragtq;x
4568;248;242;19;pragtr;x
4569;144;176;212;pragts;x
4570;222;229;182;pragtt;x
4571;200;169;162;pragtu;x
4572;146;235;142;pragtv;x
4573;235;123;174;pragtw;x
4574;215;224;97;pragtx;x
4575;246;157;110;pragty;x
4576;147;160;202;pragtz;x
4577;76;249;235;pragua;x
4578;249;189;98;pragub;x
4579;243;87;252;praguc;x
4580;225;201;180;pragud;x
4581;61;212;254;prague;x
4582;209;179;245;praguf;x
4583;195;153;177;pragug;x
4584;230;233;204;praguh;x
4585;219;159;216;pragui;x
4586;207;246;171;praguj;x
4587;169;237;187;praguk;x
